step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,predictions
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,0.6144893225353255,-0.12509411945770235,-0.28631292203284153,-0.2903219652988167,0.874028219863345,0.8133167190998133,0.0
-0.5313281686662004,-0.7364969662715237,-0.08168722407506969,1.3998502009682896,-0.3021499415501565,-0.5470656331786802,-0.33214440161253933,-0.2848276081604587,-0.2890921937526739,-0.33266476050388477,-0.3464229124562584,0.0
-0.5313281686662004,-0.7364969662715237,-0.08168722407506969,1.3998502009682896,-0.3021499415501565,-1.391832873697957,-0.32049717848912795,-0.2688995172246177,-0.275472859978761,-0.33266476050388477,-0.3464229124562584,0.0
1.882076010597574,-0.7364969662715237,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,0.3821783313925244,-0.02263456797397266,7.6923768325811155,7.654460353473436,-0.24240881136840872,-0.309129343201837,0.0
1.882076010597574,-0.7364969662715237,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,-0.44850945511809787,-0.2263679512572972,-0.2519307202443989,-0.23676865102776595,-0.11364382394320453,-0.1578770453021479,0.0
-0.5313281686662004,-0.7364969662715237,-0.08168722407506969,1.3998502009682896,-0.3021499415501565,1.1002304858339096,-0.33090291756092094,-0.214401748867882,-0.21969360309877112,-0.33266476050388477,-0.3464229124562584,0.0
-0.5313281686662004,-0.7364969662715237,-0.08168722407506969,-0.7143621505415981,3.3096150701491185,1.6493291921714397,0.40636100928161806,-0.28631292203284153,-0.2903219652988167,0.5465614277863414,0.5876749963564197,0.0
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,-1.4199917817152663,-0.14122137209485255,-0.28631292203284153,-0.2903219652988167,2.6343290370469514,3.180889647718023,0.0
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,0.12170843223241401,-0.2746945971250818,-0.20539715233120148,-0.22105949689129473,0.1694815139130287,0.1319502587176516,0.0
-0.5313281686662004,-0.7364969662715237,-0.08168722407506969,1.3998502009682896,-0.3021499415501565,-0.39219163908347937,-0.3034596918348795,-0.2831676023277695,-0.2903219652988167,-0.33266476050388477,-0.3464229124562584,0.0
-0.5313281686662004,-0.7364969662715237,-0.08168722407506969,1.3998502009682896,-0.3021499415501565,0.7482441356175443,-0.3192718907060067,-0.2828349247787575,-0.28947371056597954,-0.33266476050388477,-0.3464229124562584,0.0
-0.5313281686662004,-0.7364969662715237,-0.08168722407506969,1.3998502009682896,-0.3021499415501565,-1.6171041378364308,-0.3165415427733554,-0.28631292203284153,-0.2903219652988167,-0.33266476050388477,-0.3464229124562584,0.0
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,0.1146687052280867,-0.2523126400719836,-0.17115639506718944,-0.19129666052935865,-0.33266476050388477,-0.33413028416103363,0.0
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,-0.406271093092134,0.07476378938810713,-0.24954616207158198,-0.2903219652988167,-0.33266476050388477,-0.2845774342032938,0.0
-0.5313281686662004,-0.7364969662715237,-0.08168722407506969,1.3998502009682896,-0.3021499415501565,0.7904824976435082,-0.3044364069678914,-0.27578250099728074,-0.2852115929700193,-0.33266476050388477,-0.3464229124562584,0.0
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,0.2906618803362694,0.022371097338984437,-0.28631292203284153,-0.2903219652988167,-0.27186755313713296,-0.23567393612260132,0.0
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,1.4592565630546024,-0.3080467024546862,-0.2681866293826577,-0.27704252856983125,0.8507970750460121,0.7638794844808208,0.0
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,-0.8004958053344632,-0.25571704352415614,-0.28631292203284153,-0.2903219652988167,-0.2369555482591084,-0.2451646777211955,0.0
1.882076010597574,-0.7364969662715237,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,1.2832633879464197,-0.11253064230024847,2.4397945512332098,2.445157739907869,-0.2843374886335472,-0.3347102414217651,0.0
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,0.2202646102929963,0.22561206932922284,-0.28631292203284153,-0.2903219652988167,0.07119774168740736,0.11585948088800108,0.0
1.882076010597574,-0.7364969662715237,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,-0.23027791798395134,-0.07997362651504417,-0.2863118888620561,-0.24401571362516664,-0.33266476050388477,-0.3464229124562584,0.0
-0.5313281686662004,-0.7364969662715237,-0.08168722407506969,1.3998502009682896,-0.3021499415501565,0.39625778540117895,-0.2887866926407886,-0.1686203051791733,-0.18212631452380748,-0.33266476050388477,-0.3464229124562584,0.0
-0.5313281686662004,-0.7364969662715237,-0.08168722407506969,1.3998502009682896,-0.3021499415501565,0.2554632453146328,-0.22535973820281227,-0.28631292203284153,-0.2903219652988167,-0.33266476050388477,-0.3464229124562584,0.0
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,-0.2865957340185698,0.6924647561114551,-0.28264344379318757,-0.2903219652988167,-0.33266476050388477,-0.1909942818700018,0.0
1.882076010597574,-0.7364969662715237,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,0.924237310725727,-0.21812004346028194,-0.14984311493415645,-0.13433466543768086,-0.28398895459407086,-0.31838734345725744,0.0
-0.5313281686662004,1.3577788447130257,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,-0.7371382622955174,-0.28717869579285915,-0.2860670273859046,-0.2903219652988167,-0.33266476050388477,-0.33941257377941636,0.0
1.882076010597574,-0.7364969662715237,-0.08168722407506969,-0.7143621505415981,-0.3021499415501565,0.2554632453146328,-0.26836698154416216,-0.27537164341493375,-0.267615525056109,-0.27298144196566465,-0.3004835635081744,0.0
